matrix,blob_area,blob_centroid_x,blob_centroid_y,blob_angle,label
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  0.  0.]
 [ 1.  1.  1.  0.]]",344.0,14.386143410852712,16.032945736434108,90.0,2
"[[ 0.  1.  1.  0.]
 [ 0.  0.  1.  0.]
 [ 0.  0.  1.  1.]
 [ 0.  1.  1.  1.]]",373.0,18.67426273458445,16.195710455764075,90.0,3
"[[ 0.  1.  1.  0.]
 [ 1.  1.  1.  1.]
 [ 0.  1.  1.  1.]
 [ 0.  1.  1.  0.]]",534.5,15.772061116308075,15.860305581540379,90.0,0
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  0.  1.  0.]
 [ 0.  1.  1.  1.]]",356.5,16.62879850397382,15.618045815801775,82.23483371734619,2
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  0.  0.]
 [ 1.  1.  1.  0.]]",371.5,14.257514580529383,16.459398833557646,90.0,2
"[[ 0.  1.  1.  0.]
 [ 0.  1.  0.  0.]
 [ 1.  1.  1.  0.]
 [ 0.  1.  1.  0.]]",362.5,14.727356321839078,16.911724137931035,-60.945396423339844,4
"[[ 0.  1.  1.  0.]
 [ 0.  1.  0.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  1.]]",382.5,16.105010893246185,18.266666666666666,90.0,6
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  1.]
 [ 1.  1.  1.  0.]
 [ 0.  1.  1.  0.]]",362.5,14.964597701149424,16.159080459770113,-61.69924545288086,4
"[[ 0.  1.  1.  0.]
 [ 0.  1.  0.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]]",300.0,14.088333333333333,14.77222222222222,90.0,5
"[[ 0.  1.  1.  1.]
 [ 0.  1.  1.  1.]
 [ 0.  0.  1.  0.]
 [ 0.  0.  1.  0.]]",422.0,18.52290679304897,12.743285939968404,90.0,4
"[[ 0.  0.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]]",341.0,15.71309872922776,17.804496578690127,90.0,4
"[[ 0.  1.  1.  0.]
 [ 0.  1.  0.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]]",315.5,13.79661912308505,14.171156893819335,90.0,5
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  1.]
 [ 0.  1.  1.  0.]]",433.5,16.552479815455595,15.697039600153786,90.0,3
"[[ 0.  1.  1.  1.]
 [ 0.  0.  1.  0.]
 [ 1.  1.  1.  0.]
 [ 0.  1.  0.  0.]]",400.5,16.38535164377861,13.898876404494382,-77.90524291992188,7
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 1.  1.  1.  1.]
 [ 0.  1.  1.  0.]]",411.5,15.804374240583233,16.472255974078575,-60.64224624633789,4
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  1.]
 [ 0.  1.  1.  1.]]",417.0,15.600719424460431,17.8361310951239,90.0,6
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  1.]
 [ 0.  0.  1.  0.]
 [ 0.  1.  1.  0.]]",374.5,16.787716955941256,12.577659101023587,90.0,9
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  1.]
 [ 0.  1.  1.  0.]]",471.5,15.739837398373982,15.836337928596677,90.0,0
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]]",413.5,15.509471987101973,15.652962515114874,-83.9909896850586,8
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]]",308.5,14.897352782279848,16.323608860075634,90.0,2
"[[ 0.  1.  1.  0.]
 [ 0.  1.  0.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  1.]]",374.5,16.028482421005783,18.462394303515797,68.62937927246094,6
"[[ 1.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  0.  1.  0.]
 [ 0.  1.  1.  1.]]",361.5,16.84001844167819,15.099585062240664,80.13419246673584,3
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  0.  1.  0.]
 [ 0.  1.  1.  0.]]",333.5,16.373813093453272,13.806096951524237,90.0,9
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  0.  1.  1.]
 [ 0.  1.  1.  1.]]",374.0,18.500445632798574,15.022281639928698,90.0,9
"[[ 0.  1.  0.  0.]
 [ 0.  1.  0.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]]",365.5,14.296853625170998,19.04468764249886,90.0,6
"[[ 0.  0.  1.  0.]
 [ 0.  1.  1.  1.]
 [ 1.  1.  1.  1.]
 [ 0.  1.  1.  0.]]",452.0,16.33886430678466,16.803834808259587,-59.931419372558594,4
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  0.  0.]
 [ 0.  1.  1.  0.]]",331.5,14.07843137254902,15.100553041729512,81.57303142547607,2
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]]",404.0,14.564768976897689,14.20420792079208,-85.03025817871094,8
"[[ 0.  0.  1.  0.]
 [ 1.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  0.  1.  0.]]",356.0,17.24812734082397,15.014981273408239,85.91438341140747,1
"[[ 0.  1.  1.  1.]
 [ 0.  1.  1.  1.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]]",384.5,18.327264846120503,13.751625487646294,-63.43495178222656,4
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]]",388.5,15.137709137709138,15.01115401115401,87.39743781089783,3
"[[ 0.  1.  1.  1.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  1.]
 [ 0.  1.  1.  0.]]",430.0,15.993023255813954,14.94186046511628,-86.8201675415039,5
"[[ 0.  1.  1.  1.]
 [ 0.  1.  1.  0.]
 [ 0.  0.  1.  0.]
 [ 0.  1.  1.  0.]]",317.5,15.77742782152231,13.253543307086614,90.0,5
"[[ 0.  1.  0.  0.]
 [ 0.  1.  0.  0.]
 [ 0.  1.  1.  1.]
 [ 0.  1.  1.  1.]]",388.5,15.279708279708277,18.543972543972544,90.0,6
"[[ 0.  1.  1.  1.]
 [ 1.  1.  0.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]]",376.0,14.322251773049643,13.416666666666664,90.0,5
"[[ 1.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  0.  1.  0.]
 [ 0.  1.  1.  0.]]",415.5,16.31688728439631,14.614520657841958,90.0,3
"[[ 1.  1.  1.  0.]
 [ 1.  1.  0.  0.]
 [ 0.  1.  0.  0.]
 [ 0.  1.  0.  0.]]",329.5,12.579160343955488,13.4597875569044,90.0,5
"[[ 0.  1.  1.  1.]
 [ 0.  1.  1.  0.]
 [ 0.  0.  1.  0.]
 [ 0.  0.  1.  0.]]",349.5,17.98903195040534,12.152598950882211,90.0,9
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  1.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]]",496.0,16.173387096774192,15.044354838709678,90.0,0
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  1.]
 [ 0.  1.  1.  1.]
 [ 0.  1.  1.  0.]]",505.5,16.089680184635675,15.503791625453346,90.0,0
"[[ 0.  1.  1.  0.]
 [ 0.  1.  0.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]]",343.0,13.987366375121475,16.660835762876577,90.0,6
"[[ 0.  1.  1.  1.]
 [ 0.  1.  0.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]]",334.5,16.053811659192824,13.519182859990034,-79.2156982421875,5
"[[ 0.  1.  1.  1.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  0.  0.]]",400.0,16.464166666666664,13.630416666666665,90.0,7
"[[ 0.  1.  1.  0.]
 [ 0.  1.  0.  0.]
 [ 1.  1.  1.  0.]
 [ 0.  1.  1.  0.]]",389.5,13.823277706461274,17.566110397946083,90.0,4
"[[ 0.  0.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  0.  1.  0.]]",335.5,16.909587680079483,14.708395429706904,87.79740190505981,1
"[[ 0.  1.  1.  0.]
 [ 0.  0.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  1.]]",369.0,15.182926829268293,17.247967479674795,90.0,2
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  1.]
 [ 0.  1.  1.  1.]]",394.0,17.16455160744501,16.239001692047374,83.65980863571167,3
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  1.]
 [ 0.  1.  1.  1.]]",406.0,17.23481116584565,15.709770114942527,83.99099397659302,3
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  1.]
 [ 0.  1.  1.  0.]]",512.5,15.960975609756098,15.641951219512196,90.0,8
"[[ 1.  1.  1.  0.]
 [ 1.  1.  0.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]]",349.5,13.090128755364807,13.425846447305673,90.0,5
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 1.  1.  1.  0.]
 [ 0.  1.  0.  0.]]",411.0,15.099756690997568,14.011759935117599,90.0,7
"[[ 0.  1.  1.  0.]
 [ 1.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]]",334.0,13.8937125748503,14.641217564870258,90.0,1
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  0.  1.  0.]
 [ 0.  1.  1.  0.]]",319.5,16.36776212832551,13.8716744913928,90.0,5
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  1.]
 [ 1.  1.  1.  0.]
 [ 0.  1.  1.  0.]]",522.5,15.20287081339713,15.235087719298246,90.0,0
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  1.]
 [ 1.  1.  1.  0.]
 [ 0.  1.  1.  0.]]",378.5,15.385292822545134,16.81549977983267,-66.80140686035156,4
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]]",327.5,14.73180661577608,15.127226463104323,-87.1375961303711,1
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]]",488.0,15.563866120218577,14.77629781420765,90.0,8
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  1.]]",373.5,14.868808567603748,16.44533690316823,83.99099397659302,2
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  1.]
 [ 1.  1.  1.  1.]
 [ 0.  1.  1.  0.]]",539.0,15.704700061842917,15.816635745207172,90.0,0
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  0.  1.  0.]
 [ 0.  1.  1.  0.]]",327.5,17.586768447837148,14.550127226463102,90.0,3
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]]",440.5,15.040484298146046,14.75785092697692,90.0,8
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  0.  1.  1.]
 [ 0.  1.  1.  0.]]",403.5,15.968194960760014,13.980173482032217,79.21570205688477,9
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  1.]
 [ 0.  0.  1.  0.]
 [ 0.  1.  1.  0.]]",410.5,16.398294762484774,12.966707267559885,90.0,9
"[[ 0.  1.  1.  1.]
 [ 0.  0.  1.  1.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  0.  0.]]",381.5,17.111839231105286,13.754914809960681,90.0,7
"[[ 0.  1.  1.  1.]
 [ 0.  0.  1.  1.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  0.  0.]]",361.0,17.495383194829177,12.329639889196676,90.0,7
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  1.]
 [ 1.  1.  1.  1.]
 [ 0.  1.  1.  0.]]",420.5,15.300832342449464,15.918747522790328,-56.30992889404297,4
"[[ 0.  1.  0.  0.]
 [ 0.  1.  0.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]]",363.0,14.27364554637282,18.831037649219464,90.0,6
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 1.  1.  0.  0.]]",442.5,14.185310734463277,13.690018832391713,90.0,8
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  1.]
 [ 0.  1.  1.  0.]]",487.5,16.220854700854698,15.21059829059829,90.0,8
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  0.  1.]
 [ 0.  1.  1.  1.]]",518.0,16.093307593307593,16.386100386100384,90.0,0
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]]",300.0,14.83722222222222,15.76722222222222,90.0,1
"[[ 0.  1.  1.  0.]
 [ 1.  1.  1.  1.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]]",366.0,15.511384335154826,14.64663023679417,-57.9946174621582,4
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  0.  1.  0.]
 [ 0.  1.  1.  1.]]",392.5,16.92144373673036,15.065392781316346,90.0,3
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]]",398.0,14.047738693467336,15.780569514237854,81.46923446655273,1
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]]",434.0,14.638248847926267,13.903225806451612,90.0,8
"[[ 1.  1.  1.  0.]
 [ 0.  0.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  1.]]",352.0,15.76373106060606,16.005681818181817,84.80557107925415,2
"[[ 0.  1.  1.  1.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  0.  0.]]",365.5,17.34929320565435,13.483812129502963,90.0,7
"[[ 0.  1.  1.  0.]
 [ 0.  1.  0.  0.]
 [ 0.  1.  1.  1.]
 [ 0.  1.  1.  1.]]",415.5,16.31929402326514,17.621339751303648,90.0,6
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]]",438.0,16.119482496194824,15.35730593607306,83.65980863571167,8
"[[ 0.  1.  1.  0.]
 [ 1.  1.  1.  1.]
 [ 1.  1.  0.  1.]
 [ 0.  1.  1.  0.]]",571.5,15.562554680664917,16.044911052785068,90.0,0
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]]",373.5,15.610887996430163,15.416331994645248,83.65980863571167,2
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  1.]
 [ 0.  1.  1.  0.]]",515.5,16.07533139346912,14.935984481086324,90.0,8
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]]",426.5,14.48651817116061,14.42360296991012,90.0,8
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]]",351.0,16.636752136752136,15.773504273504274,-87.39744567871094,3
"[[ 0.  0.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  0.  1.  0.]]",331.0,16.56646525679758,15.61077542799597,90.0,1
"[[ 1.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  0.  1.  0.]
 [ 0.  1.  1.  0.]]",362.0,16.131675874769797,13.73112338858195,90.0,3
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 1.  1.  1.  0.]
 [ 0.  1.  1.  0.]]",359.0,14.970752089136491,17.153203342618383,90.0,4
"[[ 0.  1.  0.  0.]
 [ 0.  1.  0.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]]",394.0,14.862098138747884,18.012690355329948,90.0,6
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  1.]
 [ 0.  1.  1.  1.]]",429.5,16.81916957702755,15.057819169577026,82.87498331069946,3
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]]",448.0,14.888392857142858,15.079241071428571,90.0,5
"[[ 0.  1.  1.  1.]
 [ 0.  0.  1.  1.]
 [ 1.  1.  1.  0.]
 [ 0.  1.  0.  0.]]",384.0,16.934461805555554,13.678385416666666,-69.44395446777344,7
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  0.  1.  1.]
 [ 0.  1.  1.  0.]]",413.5,16.67714631197098,14.241031841999192,90.0,9
"[[ 0.  1.  1.  0.]
 [ 0.  1.  0.  0.]
 [ 0.  1.  1.  1.]
 [ 0.  1.  1.  1.]]",428.5,15.843640606767794,18.050952936600545,90.0,6
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  0.  1.  0.]
 [ 0.  1.  1.  0.]]",381.5,16.750109217999125,14.455220620358233,87.51044702529907,3
"[[ 0.  1.  0.  0.]
 [ 1.  1.  1.  0.]
 [ 1.  1.  1.  0.]
 [ 0.  1.  1.  0.]]",433.0,14.10161662817552,17.653579676674365,90.0,6
"[[ 0.  1.  1.  1.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  1.]
 [ 0.  1.  0.  0.]]",383.0,16.483463881636204,13.704525674499564,90.0,7
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  0.  1.  1.]
 [ 0.  1.  1.  0.]]",417.0,16.116706634692246,14.640687450039966,90.0,9
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  0.  0.]]",376.0,16.600177304964536,14.074024822695035,90.0,7
"[[ 0.  1.  1.  0.]
 [ 1.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  1.]]",387.0,16.093023255813954,14.955641688199828,82.87498331069946,2
"[[ 0.  1.  0.  0.]
 [ 0.  1.  0.  0.]
 [ 0.  1.  1.  1.]
 [ 0.  1.  1.  0.]]",384.5,15.517555266579974,18.293021239705244,90.0,6
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]]",442.0,15.771493212669684,15.384615384615385,90.0,1
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]]",407.5,15.865439672801635,15.480163599182003,90.0,3
"[[ 0.  1.  1.  0.]
 [ 1.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  0.  0.]]",397.5,15.789517819706498,12.533333333333333,90.0,9
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]]",412.0,17.40412621359223,15.249190938511326,90.0,1
"[[ 0.  1.  0.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  1.]
 [ 0.  1.  1.  1.]]",425.5,15.102232667450059,18.24206815511163,90.0,6
"[[ 1.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  1.]
 [ 0.  1.  1.  1.]]",408.0,16.376633986928102,15.814950980392156,90.0,3
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  0.  1.  1.]
 [ 0.  1.  1.  1.]]",396.0,17.290824915824913,15.320286195286194,90.0,9
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]]",475.0,15.902105263157894,14.798947368421052,90.0,8
"[[ 0.  1.  1.  1.]
 [ 0.  1.  1.  0.]
 [ 0.  0.  1.  1.]
 [ 0.  1.  1.  0.]]",395.5,16.181205225453013,14.515381373788452,90.0,5
"[[ 0.  1.  0.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  1.]
 [ 0.  1.  1.  1.]]",434.5,15.523206751054852,18.219792865362486,90.0,6
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  0.  1.  1.]
 [ 0.  1.  1.  0.]]",411.0,16.60746147607461,14.093268450932683,84.28940773010254,9
"[[ 0.  1.  1.  0.]
 [ 1.  1.  1.  0.]
 [ 0.  0.  1.  1.]
 [ 0.  1.  1.  1.]]",374.0,17.036541889483065,15.743761140819963,69.7751407623291,1
"[[ 0.  0.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 1.  1.  1.  0.]
 [ 0.  0.  1.  0.]]",361.0,16.270083102493075,15.355493998153277,-87.39744567871094,1
"[[ 0.  0.  1.  1.]
 [ 0.  0.  1.  1.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]]",331.0,18.33031218529708,17.20392749244713,-86.42366790771484,1
"[[ 0.  0.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 1.  1.  1.  0.]
 [ 0.  1.  1.  0.]]",386.5,15.211729193617938,17.911168607158256,90.0,4
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  1.]
 [ 1.  1.  1.  1.]
 [ 0.  1.  1.  0.]]",401.5,15.695309256953092,16.029057700290576,-55.00797653198242,4
"[[ 1.  1.  1.  0.]
 [ 1.  1.  0.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]]",378.5,13.450462351387054,14.03742844561867,90.0,5
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  1.]
 [ 0.  1.  1.  0.]
 [ 0.  0.  1.  0.]]",341.5,16.727672035139094,15.5402635431918,-60.2551155090332,4
"[[ 0.  1.  1.  0.]
 [ 1.  1.  1.  0.]
 [ 0.  1.  1.  1.]
 [ 0.  1.  1.  1.]]",458.5,16.185750636132315,15.291166848418756,90.0,9
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  0.  1.  1.]
 [ 0.  1.  1.  1.]]",393.5,16.395595086827615,15.596357475645911,81.46923446655273,3
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]]",361.5,16.221761180267404,14.609036422314428,90.0,1
"[[ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  0.]
 [ 0.  1.  1.  1.]]",461.5,17.037558685446008,16.61899602744673,90.0,8
